Date,Open,High,Low,Close,Adj Close,Volume,Pct_Change
2021-01-20,565.4199829101562,593.2899780273438,556.8599853515625,586.3400268554688,586.3400268554688,32637500,16.854343562482875
2021-01-27,550.7100219726562,556.4199829101562,515.72998046875,523.280029296875,523.280029296875,8670300,-6.878074472384721
2021-04-21,508.0,515.4600219726562,503.6000061035156,508.8999938964844,508.8999938964844,22897400,-7.400333512694967
2021-10-05,606.9400024414062,640.3900146484375,606.8900146484375,634.8099975585938,634.8099975585938,9534300,5.214224454406269
2022-01-21,400.42999267578125,409.1499938964844,379.989990234375,397.5,397.5,58904300,-21.790457452041323
2022-01-25,379.1400146484375,387.7099914550781,365.1300048828125,366.4200134277344,366.4200134277344,15145800,-5.354508793894686
2022-01-27,382.05999755859375,394.79998779296875,378.1000061035156,386.70001220703125,386.70001220703125,24324700,7.506254957939706
2022-01-31,401.9700012207031,427.70001220703125,398.20001220703125,427.1400146484375,427.1400146484375,20047500,11.13019849289083
2022-02-01,432.9599914550781,458.4800109863281,425.5400085449219,457.1300048828125,457.1300048828125,22568100,7.021114671042605
2022-02-02,448.25,451.9800109863281,426.4800109863281,429.4800109863281,429.4800109863281,14346000,-6.048606217299735
2022-02-03,421.44000244140625,429.260009765625,404.2799987792969,405.6000061035156,405.6000061035156,9905200,-5.560213344497811
2022-02-24,355.0899963378906,390.7300109863281,354.7200012207031,390.0299987792969,390.0299987792969,7068700,6.1421672696517104
2022-04-20,245.1999969482422,248.6999969482422,212.50999450683594,226.19000244140625,226.19000244140625,133387500,-35.11660252264417
2022-04-26,208.8000030517578,209.14999389648438,198.27999877929688,198.39999389648438,198.39999389648438,20318100,-5.48330692431056
2022-04-28,191.55999755859375,201.47999572753906,185.60000610351562,199.52000427246094,199.52000427246094,21363200,5.823703923477175
2022-05-05,200.4499969482422,200.7100067138672,186.0,188.32000732421875,188.32000732421875,13971300,-7.690793394973328
2022-05-11,176.08999633789062,180.9199981689453,165.5500030517578,166.3699951171875,166.3699951171875,12665500,-6.354839756951868
2022-05-13,177.16000366210938,187.77000427246094,176.00999450683594,187.63999938964844,187.63999938964844,13136300,7.647296206618237
2022-05-18,186.72000122070312,187.6999969482422,176.27000427246094,177.19000244140625,177.19000244140625,9665600,-7.016160415869265
2022-06-02,192.02000427246094,205.47000122070312,191.72000122070312,205.08999633789062,205.08999633789062,9623100,6.313821183226476
2022-06-10,182.63999938964844,185.86000061035156,180.85000610351562,182.94000244140625,182.94000244140625,13065600,-5.099342020639774
2022-06-13,177.07000732421875,179.08999633789062,168.9600067138672,169.69000244140625,169.69000244140625,10222400,-7.242811754221901
2022-06-15,169.25999450683594,183.85000610351562,168.52999877929688,180.11000061035156,180.11000061035156,12396000,7.502690598029993
2022-06-24,183.5,191.19000244140625,181.83999633789062,190.85000610351562,190.85000610351562,12424000,5.029992324000565
2022-06-28,189.1999969482422,192.1999969482422,179.3699951171875,179.60000610351562,179.60000610351562,7185400,-5.043879304704557
2022-07-11,184.72999572753906,184.99000549316406,176.88999938964844,177.33999633789062,177.33999633789062,6038800,-5.155631409734074
2022-07-15,175.5800018310547,189.22000122070312,174.55999755859375,189.11000061035156,189.11000061035156,16319100,8.198879695124539
2022-07-19,193.02000427246094,201.97000122070312,188.39999389648438,201.6300048828125,201.6300048828125,28178700,5.6096830172761125
2022-07-20,208.1699981689453,216.97000122070312,200.10000610351562,216.44000244140625,216.44000244140625,53920300,7.345135743661424
2022-07-27,216.47999572753906,227.77999877929688,214.5800018310547,226.75,226.75,10508400,6.00252261141212
2022-08-10,236.99000549316406,244.5399932861328,236.60000610351562,244.11000061035156,244.11000061035156,9254800,6.162476306207809
2022-08-22,232.5500030517578,233.47999572753906,224.58999633789062,226.5399932861328,226.5399932861328,8630100,-6.062369445167503
2022-09-13,226.5,227.69000244140625,217.72000122070312,218.1300048828125,218.1300048828125,8000100,-7.779137526505964
2022-09-15,230.47000122070312,242.2899932861328,229.10000610351562,235.3800048828125,235.3800048828125,19454100,5.024098702008883
2022-09-28,229.69000244140625,246.64999389648438,227.3800048828125,245.1999969482422,245.1999969482422,17579700,9.288641594400637
2022-10-07,235.77000427246094,237.3300018310547,224.27999877929688,224.75,224.75,9806100,-6.361971502644859
2022-10-11,226.0500030517578,230.44000244140625,213.6999969482422,214.2899932861328,214.2899932861328,15282400,-6.8223335650438255
2022-10-13,212.69000244140625,234.47000122070312,211.72999572753906,232.50999450683594,232.50999450683594,17505000,5.27006820617375
2022-10-17,234.41000366210938,249.9199981689453,234.39999389648438,245.10000610351562,245.10000610351562,21057800,6.565220045006792
2022-10-19,265.0,279.29998779296875,262.6600036621094,272.3800048828125,272.3800048828125,46685300,13.086441996424325
2022-10-21,268.95001220703125,290.75,265.67999267578125,289.57000732421875,289.57000732421875,24889100,7.9840406360848215
2022-11-10,265.989990234375,275.3599853515625,260.0899963378906,274.9700012207031,274.9700012207031,9667300,7.97533859519679
2022-11-11,274.4700012207031,290.6600036621094,271.55999755859375,290.1300048828125,290.1300048828125,9573800,5.513330034115715
2022-11-30,281.3699951171875,308.260009765625,280.4100036621094,305.5299987792969,305.5299987792969,16070100,8.745019957102041
2022-12-15,302.1199951171875,303.3900146484375,286.54998779296875,290.4100036621094,290.4100036621094,17724600,-8.62724855067183
2022-12-29,283.17999267578125,295.5,281.010009765625,291.1199951171875,291.1199951171875,9588500,5.143018630183138
2023-01-20,336.7900085449219,344.0,332.6300048828125,342.5,342.5,28430300,8.461587600226107
2023-03-23,304.67999267578125,322.7799987792969,304.1400146484375,320.3699951171875,320.3699951171875,15653300,9.0064653863267
2023-05-18,347.25,375.8699951171875,346.3699951171875,371.2900085449219,371.2900085449219,20925200,9.215795351607902
2023-05-26,361.1000061035156,383.760009765625,356.0,378.8800048828125,378.8800048828125,9360400,5.537605816939406
2023-07-18,451.0,478.1499938964844,448.7799987792969,474.79998779296875,474.79998779296875,13196900,5.499389105946473
2023-07-20,447.0,448.5,432.0,437.4200134277344,437.4200134277344,23989700,-8.410976615543753
2023-09-13,435.5,438.3999938964844,410.69000244140625,412.239990234375,412.239990234375,11843000,-5.164602839021448
2023-10-19,404.739990234375,408.95001220703125,392.260009765625,401.7699890136719,401.7699890136719,28074400,16.0547636212206
2024-01-24,537.75,562.5,537.0700073242188,544.8699951171875,544.8699951171875,26432800,10.703182188681826
2024-04-19,567.8800048828125,579.0,552.1599731445312,555.0399780273438,555.0399780273438,16425000,-9.093294639880478
